state,pincode,year,quater,transaction_count,transaction_amount
goa,403507,2022,q2,428555,712951425.2703474
goa,403722,2022,q2,417201,432896368.2479522
goa,403515,2022,q2,416577,744458372.7928652
goa,403001,2022,q3,1365759,2544949835.9234076
goa,403516,2022,q3,1074672,1660765761.4184957
goa,403802,2022,q3,845280,1075071142.666737
goa,403601,2022,q3,718426,1066730836.1970854
goa,403401,2022,q3,551495,914585154.5429705
goa,403722,2022,q3,451398,429256606.0564636
goa,403509,2022,q3,443250,610242800.8031936
goa,403507,2022,q3,422461,646755952.0664686
goa,403518,2022,q3,374000,549619765.7036223
goa,403521,2022,q3,365018,603704117.7635392
goa,403516,2022,q4,1982311,2953947926.863951
goa,403001,2022,q4,1382900,2655630408.285596
goa,403802,2022,q4,1111346,1351437573.5668936
goa,403401,2022,q4,731429,946991512.7773011
goa,403509,2022,q4,719878,989478996.6576272
goa,403601,2022,q4,719116,1147530118.0159225
goa,403518,2022,q4,600002,882873127.7779348
goa,403515,2022,q4,595491,1028478412.8185902
goa,403507,2022,q4,540506,830155737.7467749
goa,403722,2022,q4,487326,460166681.4025325
gujarat,380018,2018,q1,423426,548596428.2702155
gujarat,395006,2018,q1,162301,214720347.17411375
gujarat,396427,2018,q1,97285,157954445.4003239
gujarat,395010,2018,q1,86146,142239271.32561636
gujarat,395004,2018,q1,78757,100474271.98392478
gujarat,395003,2018,q1,66702,100596288.07336298
gujarat,394210,2018,q1,66248,82245289.39079314
gujarat,390001,2018,q1,56611,94766734.49864133
gujarat,382350,2018,q1,55680,80257787.10926825
gujarat,396191,2018,q1,47965,57243133.692310214
gujarat,380018,2018,q2,463754,758307877.4611406
gujarat,395006,2018,q2,209888,358374308.1652395
gujarat,396427,2018,q2,113375,215785248.7215302
gujarat,395010,2018,q2,113092,221120822.8047099
gujarat,395004,2018,q2,102439,155559046.0178629
gujarat,395003,2018,q2,89555,159215956.5852164
gujarat,394210,2018,q2,87640,137096417.11532813
gujarat,382350,2018,q2,72723,134999275.2524975
gujarat,390001,2018,q2,69104,130748423.42890328
gujarat,396191,2018,q2,62943,93492040.44125229
gujarat,380018,2018,q3,573722,975939712.0372305
gujarat,395006,2018,q3,341229,528128894.3274231
gujarat,395010,2018,q3,164704,321229121.24541855
gujarat,384265,2018,q3,160159,133759995.30954562
gujarat,396427,2018,q3,148798,279902861.96445787
gujarat,395004,2018,q3,132285,211659006.6847221
gujarat,382350,2018,q3,127567,205675497.3388766
gujarat,394210,2018,q3,119802,204135398.43183005
gujarat,380006,2018,q3,117394,145133455.7465284
gujarat,364002,2018,q3,113276,120633436.64904562
gujarat,380018,2018,q4,643919,1173940659.2927508
gujarat,395006,2018,q4,290080,585125926.221817
gujarat,380015,2018,q4,191363,233202833.5228809
gujarat,395010,2018,q4,181745,420010935.6893592
gujarat,396427,2018,q4,167118,336454142.6706798
gujarat,394210,2018,q4,165510,290783624.61075425
gujarat,380006,2018,q4,153060,180131636.0909396
gujarat,395004,2018,q4,142927,270933948.97170943
gujarat,380013,2018,q4,134136,198342421.48948702
gujarat,382350,2018,q4,132479,241597813.10561174
gujarat,380018,2019,q1,2317295,3602207468.4702206
gujarat,396427,2019,q1,890893,1531665516.997067
gujarat,395006,2019,q1,443006,790759656.5338777
gujarat,395010,2019,q1,267174,574170903.883326
gujarat,380015,2019,q1,266446,318287526.0636297
gujarat,394210,2019,q1,246614,408334960.990163
gujarat,380006,2019,q1,236157,244252561.73802507
gujarat,382170,2019,q1,227798,137427186.56227446
gujarat,382350,2019,q1,218022,342251658.5039515
gujarat,382721,2019,q1,214453,219548042.30027515
gujarat,380018,2019,q2,6034737,10446888963.74205
gujarat,396427,2019,q2,2916057,5041854311.531418
gujarat,395006,2019,q2,414968,854364539.6318631
gujarat,390001,2019,q2,371756,710427162.5134758
gujarat,380015,2019,q2,310956,377611674.6124442
gujarat,395010,2019,q2,269037,646042461.9564029
gujarat,382350,2019,q2,250084,428354146.0705642
gujarat,394210,2019,q2,233974,432171835.7451432
gujarat,380013,2019,q2,232824,324425407.9813392
gujarat,360001,2019,q2,226802,488659458.52287734
gujarat,380018,2019,q3,5791776,11683489722.006363
gujarat,396427,2019,q3,2710512,5525461372.553297
gujarat,395006,2019,q3,571069,1020660013.5659819
gujarat,382350,2019,q3,505956,578410997.8494031
gujarat,380015,2019,q3,455273,513590650.8654868
gujarat,395010,2019,q3,388138,760839791.4845159
gujarat,380006,2019,q3,381862,367381983.46705395
gujarat,390001,2019,q3,363966,724895033.5052948
gujarat,380013,2019,q3,362107,449461796.678245
gujarat,384265,2019,q3,342874,237505556.90335196
gujarat,380018,2019,q4,5745525,13811436405.017286
gujarat,396427,2019,q4,2626585,6276237298.1199665
gujarat,380001,2019,q4,917461,1982009967.083078
gujarat,395006,2019,q4,552565,1165745706.8077176
gujarat,380015,2019,q4,456655,603831544.2345533
gujarat,382350,2019,q4,443472,723663765.6381704
gujarat,395010,2019,q4,414070,969707102.8092742
gujarat,390001,2019,q4,409081,911892156.7415185
gujarat,394210,2019,q4,399705,691387341.6253154
gujarat,380013,2019,q4,375531,544424446.2835009
gujarat,380001,2020,q1,8107941,19966510984.145233
gujarat,395003,2020,q1,1402174,3734403306.611532
gujarat,395006,2020,q1,645971,1376735168.0980968
gujarat,394210,2020,q1,482947,826191937.9135685
gujarat,395010,2020,q1,467039,1104136613.570354
gujarat,382350,2020,q1,458474,805095627.7104974
gujarat,380015,2020,q1,446819,613341505.6976718
gujarat,390001,2020,q1,443684,1063446407.770895
gujarat,396191,2020,q1,437499,806573971.3800502
gujarat,382481,2020,q1,401588,634964140.7000988
gujarat,380001,2020,q2,8490730,21210698645.19712
gujarat,395003,2020,q2,1197439,2801531524.2471943
gujarat,394210,2020,q2,491210,606798458.849022
gujarat,396191,2020,q2,389735,594630553.6467059
gujarat,382350,2020,q2,357734,586144259.7176538
gujarat,395006,2020,q2,352149,635866692.5254682
gujarat,382345,2020,q2,350621,516910883.211991
gujarat,382481,2020,q2,345147,533416336.1128773
gujarat,385535,2020,q2,327067,647032195.1776508
gujarat,382415,2020,q2,323936,474684195.07314795
gujarat,380001,2020,q3,9734185,23152428012.586617
gujarat,395003,2020,q3,1716356,4234790100.810323
gujarat,390001,2020,q3,627631,1424719677.8692636
gujarat,382350,2020,q3,578686,1113711569.84419
gujarat,394210,2020,q3,550490,886152709.4698042
gujarat,382481,2020,q3,524777,845606210.1047603
gujarat,395006,2020,q3,510309,1172713512.3121746
gujarat,382415,2020,q3,496061,936821603.6409987
gujarat,396191,2020,q3,472523,822408153.032152
gujarat,382330,2020,q3,468060,764094963.3973218
gujarat,380001,2020,q4,9350995,21416748946.661865
gujarat,395003,2020,q4,1883053,4437573255.564674
gujarat,395006,2020,q4,906415,2189038301.3950315
gujarat,394210,2020,q4,873023,1552178295.1246743
gujarat,395010,2020,q4,806607,2069118073.3934765
gujarat,382350,2020,q4,767783,1609402841.7257638
gujarat,396191,2020,q4,719120,1259192375.812294
gujarat,382481,2020,q4,701479,1196545943.7051742
gujarat,390001,2020,q4,673078,1380721096.4707134
gujarat,382415,2020,q4,647735,1327210543.6322489
gujarat,380001,2021,q1,18692590,35260703527.42645
gujarat,395003,2021,q1,3574224,7507189908.415331
gujarat,390001,2021,q1,1309805,2380240591.7761126
gujarat,395006,2021,q1,963950,2502491532.126816
gujarat,394210,2021,q1,950097,1802808593.838027
gujarat,395010,2021,q1,878617,2401387485.5382814
gujarat,382350,2021,q1,815835,1752170004.0804417
gujarat,396191,2021,q1,790429,1448287577.9135673
gujarat,382481,2021,q1,775937,1349941435.8072865
gujarat,380058,2021,q1,734115,1153029837.9890175
gujarat,380001,2021,q2,24909165,44195604124.56421
gujarat,395003,2021,q2,4621785,9016187582.009258
gujarat,390001,2021,q2,1618101,2869957546.5403905
gujarat,394210,2021,q2,1062648,1935669455.4092746
gujarat,395006,2021,q2,1007064,2610546973.3214808
gujarat,396191,2021,q2,906437,1642806528.937462
gujarat,382350,2021,q2,873810,1967989705.1061916
gujarat,395010,2021,q2,863020,2239159842.8368225
gujarat,382481,2021,q2,820491,1464989667.8322325
gujarat,382415,2021,q2,766476,1605513889.561928
gujarat,380001,2021,q3,31818742,53859258361.39296
gujarat,395003,2021,q3,6110686,11411418002.110046
gujarat,390001,2021,q3,2114178,3543368722.384379
gujarat,394210,2021,q3,1473699,2595023023.418545
gujarat,395006,2021,q3,1425854,3478372396.661721
gujarat,395010,2021,q3,1328803,3408425378.6626863
gujarat,396191,2021,q3,1293900,2251720652.0150137
gujarat,382350,2021,q3,1186041,2576358355.0277
gujarat,382481,2021,q3,1110949,1908418888.2582488
gujarat,380058,2021,q3,1088931,1661421897.5552168
gujarat,380001,2021,q4,37718845,64984430216.761955
gujarat,395003,2021,q4,7475140,14043446799.48725
gujarat,390001,2021,q4,2507434,4187997719.199603
gujarat,394210,2021,q4,1954597,3498917760.7223473
gujarat,396191,2021,q4,1679940,2963843659.0427732
gujarat,395006,2021,q4,1621078,4073017934.990554
gujarat,395010,2021,q4,1581216,4182383437.7399592
gujarat,382350,2021,q4,1381825,3165595986.6160836
gujarat,380058,2021,q4,1315637,2022465114.1169388
gujarat,382481,2021,q4,1302331,2292362154.279738
gujarat,380001,2022,q1,43066167,73237978832.22348
gujarat,395003,2022,q1,8742989,16336269012.02546
gujarat,390001,2022,q1,2853620,4715530989.557235
gujarat,394210,2022,q1,2346308,4212046726.0476465
gujarat,395006,2022,q1,1980697,4894153433.470372
gujarat,396191,2022,q1,1959137,3483344352.0207405
gujarat,395010,2022,q1,1896179,5103638173.022648
gujarat,385535,2022,q1,1630473,3867046789.561491
gujarat,382350,2022,q1,1572296,3569714791.1866403
gujarat,385001,2022,q1,1532483,3286287009.2220364
gujarat,380001,2022,q2,52753664,84432798058.52104
gujarat,395003,2022,q2,10672645,18758395287.861027
gujarat,390001,2022,q2,3369020,5305843470.404314
gujarat,394210,2022,q2,2777449,4898335956.672746
gujarat,396191,2022,q2,2335854,3880649447.3451133
gujarat,395006,2022,q2,2324015,5379127575.200686
gujarat,395010,2022,q2,2256180,5670502737.641578
gujarat,385535,2022,q2,2022153,4444364110.485488
gujarat,385001,2022,q2,1838275,3754171188.3705053
gujarat,382350,2022,q2,1836488,4063455499.5444765
gujarat,380001,2022,q3,69641063,102800764086.34274
gujarat,395003,2022,q3,17475931,27657120519.506294
gujarat,390001,2022,q3,9500153,13357107455.6829
gujarat,396191,2022,q3,3727566,5404237251.695282
gujarat,394210,2022,q3,3018669,5000124611.505702
gujarat,360001,2022,q3,2911413,5022471536.518374
gujarat,392001,2022,q3,2835979,3884366869.986515
gujarat,395006,2022,q3,2503127,5423716764.026315
gujarat,395010,2022,q3,2433767,5701142499.951949
gujarat,385535,2022,q3,2366098,4957155043.116726
gujarat,380001,2022,q4,82141571,124501769828.67831
gujarat,395003,2022,q4,20372857,32306602076.931435
gujarat,390001,2022,q4,6233032,9405707962.878475
gujarat,392001,2022,q4,6146132,8699061457.427103
gujarat,396191,2022,q4,4488548,6401533326.23485
gujarat,360001,2022,q4,3551353,6259053744.202771
gujarat,394210,2022,q4,3449932,5509684302.628181
gujarat,395010,2022,q4,2565136,5999191728.470708
gujarat,385001,2022,q4,2508889,5036063890.269462
gujarat,385535,2022,q4,2475780,5333291153.161168
haryana,122006,2018,q1,328965,497159951.36888236
haryana,122001,2018,q1,181309,316977079.5953678
haryana,122051,2018,q1,125513,177386117.4944107
haryana,121004,2018,q1,100740,138495399.9352557
haryana,122002,2018,q1,99921,205984533.53854018
haryana,121008,2018,q1,97586,150995888.95033914
haryana,121003,2018,q1,96271,125957155.00619048
haryana,122004,2018,q1,89526,113585852.93917108
haryana,122016,2018,q1,85989,135881032.7456196
haryana,121001,2018,q1,68083,117861713.17230153
haryana,122006,2018,q2,371438,691480831.8004122
haryana,122001,2018,q2,262684,514731354.174217
haryana,122051,2018,q2,160606,266390779.8519504
haryana,122002,2018,q2,153438,339532002.2969342
haryana,121004,2018,q2,136727,220212475.75836295
haryana,121008,2018,q2,122917,224837881.84669778
haryana,121003,2018,q2,122508,201500615.63492683
haryana,122004,2018,q2,119955,185267179.18462908
haryana,122016,2018,q2,117838,214560096.63941285
haryana,124001,2018,q2,99005,226416189.28992113
haryana,122006,2018,q3,517657,857203811.0603806
haryana,122001,2018,q3,411984,749061449.0431736
haryana,122002,2018,q3,261912,483746044.5584421
haryana,122051,2018,q3,220903,379695985.8156146
haryana,121004,2018,q3,190648,317188533.3803125
haryana,121003,2018,q3,185305,292496276.8923502
haryana,122016,2018,q3,178090,298978870.02390015
haryana,121008,2018,q3,167114,274820322.7130353
haryana,121001,2018,q3,166380,269844404.78730685
haryana,122004,2018,q3,161872,259589993.34955308
haryana,122001,2018,q4,694431,1148743178.0424545
haryana,122006,2018,q4,668486,1394479164.459892
haryana,121001,2018,q4,455463,480043693.7631273
haryana,122002,2018,q4,452206,711326593.8976194
haryana,121004,2018,q4,399918,549162202.9242527
haryana,121003,2018,q4,386737,492239352.95115876
haryana,122051,2018,q4,352201,584037252.0297179
haryana,122016,2018,q4,312023,445338384.79740095
haryana,121005,2018,q4,269715,294522346.8924086
haryana,122004,2018,q4,267571,407569713.3937744
haryana,122001,2019,q1,1279353,1610690538.7799742
haryana,122006,2019,q1,880058,1428264665.9047258
haryana,122051,2019,q1,817073,794561733.7437794
haryana,122002,2019,q1,789141,1002099487.8837936
haryana,121003,2019,q1,769266,741073594.0128617
haryana,122016,2019,q1,744648,703042567.6273274
haryana,121004,2019,q1,720302,831357876.5792357
haryana,121001,2019,q1,708251,704068641.0203376
haryana,122004,2019,q1,662645,612469489.2877004
haryana,121005,2019,q1,553358,468262845.4221776
haryana,122001,2019,q2,1302753,1838034558.5348384
haryana,122006,2019,q2,940668,1554503850.6152406
haryana,122002,2019,q2,911727,1139371158.5132747
haryana,124001,2019,q2,877416,2246456121.5112395
haryana,121004,2019,q2,698826,976470113.4041274
haryana,121003,2019,q2,677850,828275878.5055162
haryana,132103,2019,q2,670081,1712719369.7588072
haryana,121001,2019,q2,667041,825738565.1967301
haryana,122016,2019,q2,640667,724809910.8113816
haryana,122051,2019,q2,564646,787573380.4633768
haryana,122001,2019,q3,1877930,2432566276.474442
haryana,122002,2019,q3,1399250,1573185482.5431833
haryana,122006,2019,q3,1207075,1953673221.266467
haryana,121004,2019,q3,977444,1275466113.3384454
haryana,121003,2019,q3,938636,1113320557.3091245
haryana,122016,2019,q3,885166,904423422.150563
haryana,124001,2019,q3,865290,2531866859.4559975
haryana,122003,2019,q3,863587,944248709.5547854
haryana,121001,2019,q3,847780,1067565490.8536928
haryana,122051,2019,q3,692403,925742530.7095766
haryana,122001,2019,q4,2314018,3045015311.5663037
haryana,122002,2019,q4,1769062,1943714721.813477
haryana,122006,2019,q4,1424982,2468846799.4622493
haryana,121004,2019,q4,1156537,1751147693.5036433
haryana,122016,2019,q4,1146861,1144189943.3180332
haryana,122003,2019,q4,1128922,1182540896.5590973
haryana,121003,2019,q4,1104524,1472893260.2857537
haryana,124001,2019,q4,1065817,3256517915.957159
haryana,121001,2019,q4,945366,1410963051.5909138
haryana,122051,2019,q4,916246,1174287255.9938185
haryana,122001,2020,q1,2518796,3354781267.9480944
haryana,122002,2020,q1,1915654,2090009620.3531978
haryana,122006,2020,q1,1598872,2914095032.706275
haryana,124001,2020,q1,1380556,4143138709.6008005
haryana,121004,2020,q1,1349793,2101900964.468028
haryana,122016,2020,q1,1268953,1255223100.2102506
haryana,121003,2020,q1,1226004,1698759221.6396737
haryana,122003,2020,q1,1219398,1314632822.859527
haryana,131001,2020,q1,1108960,3223842730.7914
haryana,132103,2020,q1,1090760,3197522433.722085
haryana,122001,2020,q2,1787578,2362256339.0022526
haryana,124001,2020,q2,1535139,4695159344.118012
haryana,121004,2020,q2,1431346,2078331203.7373283
haryana,122006,2020,q2,1319926,2300931577.314651
haryana,121003,2020,q2,1307232,1587793505.5677106
haryana,132103,2020,q2,1224161,3645484786.66008
haryana,121102,2020,q2,1063421,1815882007.778651
haryana,122002,2020,q2,1052364,1060760817.6803432
haryana,131001,2020,q2,1038150,2903593989.492062
haryana,121001,2020,q2,910818,1395961307.3787785
haryana,122001,2020,q3,2750040,3736046139.5409055
haryana,121004,2020,q3,2053928,3228620246.4514713
haryana,122006,2020,q3,1981736,3394885969.826559
haryana,121003,2020,q3,1700050,2309907147.949795
haryana,122051,2020,q3,1555592,1695575689.0567956
haryana,122002,2020,q3,1489017,1612712258.6504383
haryana,131001,2020,q3,1480219,3915627781.899307
haryana,121102,2020,q3,1415060,2449818178.4902806
haryana,121001,2020,q3,1384943,2303315107.9209466
haryana,121002,2020,q3,1337518,2400460565.4784913
haryana,122001,2020,q4,4178803,5577129263.803511
haryana,122006,2020,q4,2942150,4657968623.146901
haryana,121004,2020,q4,2927164,4900191241.973782
haryana,122002,2020,q4,2505152,2626648950.0504613
haryana,121003,2020,q4,2423115,3461817063.8688326
haryana,122051,2020,q4,2218449,2493078126.41251
haryana,121001,2020,q4,1991396,3435441720.027669
haryana,121102,2020,q4,1973371,3709174657.0512877
haryana,122004,2020,q4,1817807,2080395784.3369126
haryana,121002,2020,q4,1658861,2966290678.7202406
haryana,122001,2021,q1,4506450,5997258111.473646
haryana,122006,2021,q1,4132251,6151670724.079081
haryana,121004,2021,q1,3059147,5144005309.059652
haryana,122002,2021,q1,2906323,3010145443.6006365
haryana,121003,2021,q1,2477817,3588296954.9753823
haryana,131001,2021,q1,2348900,5452061577.840082
haryana,122051,2021,q1,2288699,2478450893.984387
haryana,121002,2021,q1,2134162,3877830476.041177
haryana,122004,2021,q1,2040904,2329110399.0921006
haryana,121001,2021,q1,2038073,3551904219.5367737
haryana,122006,2021,q2,4878161,7207055202.820196
haryana,122001,2021,q2,4510890,5990609149.360931
haryana,121004,2021,q2,3536549,5951646115.000153
haryana,131001,2021,q2,3226708,7142977788.24599
haryana,132103,2021,q2,2964087,6591490589.111272
haryana,121003,2021,q2,2729292,3870478646.555489
haryana,121002,2021,q2,2541633,4653748858.8404045
haryana,122002,2021,q2,2505416,2621052083.8195753
haryana,121102,2021,q2,2504049,4742370912.036514
haryana,122051,2021,q2,2397445,2354510241.669946
haryana,122006,2021,q3,7079111,10108307756.719585
haryana,122001,2021,q3,6524981,8208514096.35167
haryana,121004,2021,q3,4619156,7214596983.5858555
haryana,122002,2021,q3,4074015,4174634956.2762547
haryana,131001,2021,q3,3824548,7592853759.9011755
haryana,132103,2021,q3,3807660,7722135884.656666
haryana,121002,2021,q3,3597233,6542235321.477936
haryana,121003,2021,q3,3532991,4834797646.706048
haryana,122051,2021,q3,3316258,3173407234.1611395
haryana,122004,2021,q3,3271428,3239557328.444209
haryana,122006,2021,q4,8243097,12446013625.324087
haryana,122001,2021,q4,7654460,10006718311.566921
haryana,121004,2021,q4,5636431,9216385931.59724
haryana,122002,2021,q4,5095560,5436208624.384323
haryana,132103,2021,q4,4535161,9837178139.119781
haryana,131001,2021,q4,4476485,9400470033.415104
haryana,121002,2021,q4,4231254,8127531272.098031
haryana,121003,2021,q4,4230317,6034510670.847743
haryana,121102,2021,q4,3930826,7117844489.156973
haryana,122004,2021,q4,3857198,3979661447.5418015
haryana,122006,2022,q1,9497946,14052592432.141745
haryana,122001,2022,q1,8481038,11065424794.683146
haryana,121004,2022,q1,6413395,10327200068.107296
haryana,132103,2022,q1,5895774,11868051900.843742
haryana,122002,2022,q1,5481562,5941559633.393696
haryana,131001,2022,q1,4815373,9722356550.274738
haryana,121002,2022,q1,4722543,9322378335.1689
haryana,121003,2022,q1,4703756,6681893708.489748
haryana,122004,2022,q1,4470641,4593483267.675021
haryana,121102,2022,q1,4397860,7851533169.698815
haryana,122006,2022,q2,11491350,16033485783.78646
haryana,122001,2022,q2,10746148,13340124680.33358
haryana,121004,2022,q2,7541491,11635177821.64284
haryana,122002,2022,q2,7526684,7647480688.930363
haryana,132103,2022,q2,6745204,12816736357.27605
haryana,131001,2022,q2,6009247,11460764747.702406
haryana,121002,2022,q2,5591996,10542237339.944075
haryana,121003,2022,q2,5492258,7581776677.968283
haryana,122004,2022,q2,5362365,5206030457.728907
haryana,124001,2022,q2,5115219,10455337928.87967
haryana,122006,2022,q3,14938659,21582716225.76088
haryana,122001,2022,q3,11374422,13541621759.887472
haryana,132103,2022,q3,9376357,16261252851.959072
haryana,131001,2022,q3,9041722,15566507436.869112
haryana,122002,2022,q3,8007122,8028492850.374751
haryana,121004,2022,q3,7911550,11525725718.216959
haryana,125001,2022,q3,7377226,12776861548.480118
haryana,121102,2022,q3,6254963,10107177216.957026
haryana,124001,2022,q3,6112872,11221511162.747232
haryana,121002,2022,q3,5709734,9104449464.479698
haryana,122006,2022,q4,15996511,23272769045.48967
haryana,122001,2022,q4,12025123,14478193028.737059
haryana,124001,2022,q4,11388444,20420082342.96588
haryana,131001,2022,q4,10902442,19735294351.817028
haryana,125001,2022,q4,9588910,17247896358.51129
haryana,122002,2022,q4,8447312,8583794406.001563
haryana,132001,2022,q4,8437665,15318137190.304121
haryana,121004,2022,q4,8395551,12517719769.30899
haryana,121102,2022,q4,8058491,13028821224.016903
haryana,132103,2022,q4,7470318,14211929063.205795
himachal pradesh,173205,2018,q1,50457,58954553.080766425
himachal pradesh,176323,2018,q1,28116,47548740.81338847
himachal pradesh,174101,2018,q1,23993,26853915.092015706
himachal pradesh,174303,2018,q1,19122,27437635.57423534
himachal pradesh,173025,2018,q1,16138,22465216.713972166
himachal pradesh,176001,2018,q1,11862,21124669.109688446
himachal pradesh,171001,2018,q1,10889,19849917.41837506
himachal pradesh,173212,2018,q1,8316,12272135.145517696
himachal pradesh,175001,2018,q1,7751,7518183.03490364
himachal pradesh,177005,2018,q1,7409,6748703.7576809535
himachal pradesh,173205,2018,q2,67411,96135650.11659741
himachal pradesh,176323,2018,q2,34505,79112116.74498324
himachal pradesh,174101,2018,q2,31810,48473807.85677731
himachal pradesh,174303,2018,q2,23860,40297176.586473666
himachal pradesh,173025,2018,q2,23551,42091803.8627669
himachal pradesh,176001,2018,q2,16699,30651610.963755213
himachal pradesh,171001,2018,q2,15002,34514288.85622554
himachal pradesh,175131,2018,q2,14062,42991424.961770326
himachal pradesh,173212,2018,q2,12971,25578875.80878989
himachal pradesh,173030,2018,q2,9832,12429115.72769515
himachal pradesh,173205,2018,q3,95087,136461395.92778862
himachal pradesh,174101,2018,q3,41377,69275414.61089885
himachal pradesh,174303,2018,q3,37218,79325253.9658385
himachal pradesh,173025,2018,q3,35054,64196379.89609783
himachal pradesh,176001,2018,q3,20730,42704498.14961146
himachal pradesh,173030,2018,q3,19975,22858486.983047362
himachal pradesh,171001,2018,q3,19667,46565083.69183657
himachal pradesh,173212,2018,q3,16604,36836443.968154006
himachal pradesh,176323,2018,q3,16524,120793175.75823024
himachal pradesh,177005,2018,q3,15321,14487357.030578952
himachal pradesh,173205,2018,q4,149125,214537044.31729394
himachal pradesh,174101,2018,q4,67908,115571336.77782552
himachal pradesh,173025,2018,q4,56005,97708257.58741698
himachal pradesh,174303,2018,q4,49540,115217697.04853112
himachal pradesh,171001,2018,q4,28323,78358285.27627262
himachal pradesh,176001,2018,q4,27736,59387915.53495459
himachal pradesh,173212,2018,q4,26700,55364271.54620983
himachal pradesh,176323,2018,q4,23029,50390957.65871303
himachal pradesh,173030,2018,q4,21100,31877026.642960742
himachal pradesh,173220,2018,q4,17616,24938842.946540266
himachal pradesh,173205,2019,q1,303803,286463248.34363383
himachal pradesh,171001,2019,q1,195883,374976855.7078719
himachal pradesh,174101,2019,q1,123799,147545137.23044026
himachal pradesh,173025,2019,q1,74611,111629796.33788322
himachal pradesh,176323,2019,q1,55205,69978229.84156093
himachal pradesh,174303,2019,q1,53301,96603744.8893585
himachal pradesh,175001,2019,q1,45323,81633187.20018888
himachal pradesh,173030,2019,q1,43744,43888475.6681822
himachal pradesh,173212,2019,q1,39751,68576012.76573476
himachal pradesh,176001,2019,q1,38942,73996894.16606511
himachal pradesh,171001,2019,q2,601958,1240952784.1484268
himachal pradesh,173205,2019,q2,201216,269484882.070194
himachal pradesh,175001,2019,q2,109216,209713438.89865682
himachal pradesh,174101,2019,q2,88463,153751367.54986086
himachal pradesh,173212,2019,q2,52208,102404739.35571423
himachal pradesh,177001,2019,q2,46283,99159035.60852855
himachal pradesh,173025,2019,q2,45328,87288933.03207737
himachal pradesh,175131,2019,q2,45240,139927670.82255486
himachal pradesh,176001,2019,q2,44908,90993766.8502137
himachal pradesh,173030,2019,q2,25921,37447525.69187294
himachal pradesh,171001,2019,q3,418230,1383190523.8901672
himachal pradesh,173205,2019,q3,221062,314555850.88550353
himachal pradesh,174101,2019,q3,103786,175764252.28338027
himachal pradesh,175001,2019,q3,84465,242309410.3934193
himachal pradesh,173212,2019,q3,58925,124466121.34107587
himachal pradesh,173025,2019,q3,57215,105359646.96592219
himachal pradesh,177005,2019,q3,46521,27138701.08362629
himachal pradesh,177001,2019,q3,42631,106954993.74463357
himachal pradesh,176001,2019,q3,41789,104622488.24898227
himachal pradesh,175131,2019,q3,39283,87769328.81926286
himachal pradesh,171001,2019,q4,512584,1677312305.817284
himachal pradesh,173205,2019,q4,268652,392453029.9671198
himachal pradesh,174101,2019,q4,127476,222089581.3778806
himachal pradesh,175001,2019,q4,102183,288303594.1682798
himachal pradesh,171003,2019,q4,80497,216875085.7741524
himachal pradesh,173212,2019,q4,75663,157060348.6670912
himachal pradesh,177001,2019,q4,73796,176918779.25441986
himachal pradesh,173025,2019,q4,69647,129758382.12041324
himachal pradesh,175131,2019,q4,65988,155432398.8692294
himachal pradesh,177005,2019,q4,57146,27836817.123238977
himachal pradesh,171003,2020,q1,720359,2061228894.0105908
himachal pradesh,173205,2020,q1,314715,426369564.67411375
himachal pradesh,174101,2020,q1,151372,242482216.53884515
himachal pradesh,173212,2020,q1,105295,214499346.13043648
himachal pradesh,173025,2020,q1,85924,150632781.66981503
himachal pradesh,175131,2020,q1,81806,173865536.27759966
himachal pradesh,175001,2020,q1,73343,156927017.7958505
himachal pradesh,177005,2020,q1,63522,34859055.897049464
himachal pradesh,171001,2020,q1,61878,118195354.42646721
himachal pradesh,176061,2020,q1,39474,72280166.44577055
himachal pradesh,171003,2020,q2,638897,1987213685.729451
himachal pradesh,173205,2020,q2,315778,393646876.77653795
himachal pradesh,174101,2020,q2,164472,259896888.92321798
himachal pradesh,173025,2020,q2,97284,159845071.52432945
himachal pradesh,175001,2020,q2,77632,187873703.76896214
himachal pradesh,173212,2020,q2,64066,120188869.47630209
himachal pradesh,176061,2020,q2,46869,82671386.8271485
himachal pradesh,171001,2020,q2,45028,87826384.31774105
himachal pradesh,173001,2020,q2,43276,67655062.68229793
himachal pradesh,172001,2020,q2,43264,87374983.32677233
himachal pradesh,171003,2020,q3,700705,2103715013.4332604
himachal pradesh,173205,2020,q3,415229,558025818.3106985
himachal pradesh,174101,2020,q3,209045,388452345.69977254
himachal pradesh,173025,2020,q3,120582,230949260.98187512
himachal pradesh,173212,2020,q3,81253,172611226.29322556
himachal pradesh,177220,2020,q3,68486,179065664.16163582
himachal pradesh,171001,2020,q3,68284,143680524.10447174
himachal pradesh,177001,2020,q3,67009,145135056.5015918
himachal pradesh,175001,2020,q3,65357,144211038.33556622
himachal pradesh,176061,2020,q3,57183,101668754.6571264
himachal pradesh,171003,2020,q4,696682,1926017209.2458954
himachal pradesh,173205,2020,q4,604124,815257737.699218
himachal pradesh,174101,2020,q4,281400,521636954.98355603
himachal pradesh,173025,2020,q4,167673,327099653.61760587
himachal pradesh,175131,2020,q4,132188,313677442.59507066
himachal pradesh,173212,2020,q4,113161,217325208.70686644
himachal pradesh,171001,2020,q4,108206,229562737.34266132
himachal pradesh,177001,2020,q4,85380,181093354.49654683
