state,year,quater,district,transaction_count,transaction_amount
chhattisgarh,2020,q4,bilaspur,2837963,4829260316.92908
chhattisgarh,2020,q4,janjgir champa,2192318,3743676244.6136427
chhattisgarh,2020,q4,raigarh,2064164,3637725480.8909154
chhattisgarh,2020,q4,korba,1984429,3184943428.38221
chhattisgarh,2020,q4,rajnandgaon,1290120,2254466252.901078
chhattisgarh,2020,q4,surguja,1086420,2064653403.7490907
chhattisgarh,2020,q4,baloda bazar,1079166,1896871501.902258
chhattisgarh,2020,q4,mahasamund,1034749,1951224040.2379332
chhattisgarh,2021,q1,raipur,10625343,17249749779.092148
chhattisgarh,2021,q1,durg,5455260,7697855739.555682
chhattisgarh,2021,q1,bilaspur,3400745,5548981180.581254
chhattisgarh,2021,q1,janjgir champa,2237748,4086540675.2864065
chhattisgarh,2021,q1,raigarh,2237708,4233022686.648001
chhattisgarh,2021,q1,korba,2152362,3547673112.8294754
chhattisgarh,2021,q1,rajnandgaon,1390205,2509162848.912773
chhattisgarh,2021,q1,surguja,1195343,2299690489.114688
chhattisgarh,2021,q1,baloda bazar,1102370,2084677637.5493598
chhattisgarh,2021,q1,mahasamund,1084511,2220399814.3984013
chhattisgarh,2021,q2,raipur,10882417,18678914879.009037
chhattisgarh,2021,q2,durg,5360198,8406607059.064627
chhattisgarh,2021,q2,bilaspur,3617926,6128946520.089718
chhattisgarh,2021,q2,janjgir champa,2835495,4781785298.469424
chhattisgarh,2021,q2,raigarh,2634959,4606676921.965151
chhattisgarh,2021,q2,korba,2556656,4078628168.159371
chhattisgarh,2021,q2,rajnandgaon,1698948,3047951973.381322
chhattisgarh,2021,q2,baloda bazar,1461126,2578930313.1679645
chhattisgarh,2021,q2,mahasamund,1375779,2609044564.352538
chhattisgarh,2021,q2,surguja,1332917,2575596438.475781
chhattisgarh,2021,q3,raipur,17276668,26769245295.71399
chhattisgarh,2021,q3,durg,8289193,11563387669.133894
chhattisgarh,2021,q3,bilaspur,5603933,8478327761.385537
chhattisgarh,2021,q3,janjgir champa,3691134,6044129725.467278
chhattisgarh,2021,q3,raigarh,3676121,6178904602.829477
chhattisgarh,2021,q3,korba,3562384,5269832115.824791
chhattisgarh,2021,q3,rajnandgaon,2353407,3963184198.405422
chhattisgarh,2021,q3,surguja,2006253,3418441123.0492086
chhattisgarh,2021,q3,baloda bazar,1923490,3285959111.6154323
chhattisgarh,2021,q3,mahasamund,1814073,3248154697.285629
chhattisgarh,2021,q4,raipur,23353982,36279287404.820206
chhattisgarh,2021,q4,durg,10300130,14816073916.178635
chhattisgarh,2021,q4,bilaspur,7784221,11326296354.842556
chhattisgarh,2021,q4,raigarh,4987956,8118529781.855953
chhattisgarh,2021,q4,korba,4813732,6967488786.247882
chhattisgarh,2021,q4,janjgir champa,4713652,7509616301.088512
chhattisgarh,2021,q4,rajnandgaon,2897306,4944916181.246885
chhattisgarh,2021,q4,surguja,2774724,4648918490.631775
chhattisgarh,2021,q4,baloda bazar,2428335,4125753409.5956497
chhattisgarh,2021,q4,mahasamund,2324300,4025481736.7157373
chhattisgarh,2022,q1,raipur,25836062,39990361268.69826
chhattisgarh,2022,q1,durg,11345594,16423362101.016966
chhattisgarh,2022,q1,bilaspur,9081044,13169861328.371489
chhattisgarh,2022,q1,raigarh,5959088,9885641555.115366
chhattisgarh,2022,q1,korba,5626866,8306489271.356157
chhattisgarh,2022,q1,janjgir champa,5495226,8737068867.594166
chhattisgarh,2022,q1,rajnandgaon,3505850,6015130524.624991
chhattisgarh,2022,q1,surguja,3182242,5281342196.784164
chhattisgarh,2022,q1,baloda bazar,2925957,5025353758.266698
chhattisgarh,2022,q1,mahasamund,2788159,5020017743.469414
chhattisgarh,2022,q2,raipur,31131873,46778811056.547844
chhattisgarh,2022,q2,durg,13554254,19339415904.388374
chhattisgarh,2022,q2,bilaspur,11026765,15470182616.440014
chhattisgarh,2022,q2,raigarh,6953143,10866819292.413809
chhattisgarh,2022,q2,korba,6482877,9217368563.787317
chhattisgarh,2022,q2,janjgir champa,6418156,9565720454.277157
chhattisgarh,2022,q2,rajnandgaon,4284921,7037763265.735463
chhattisgarh,2022,q2,surguja,3814390,6107066837.900621
chhattisgarh,2022,q2,baloda bazar,3518514,5665773484.94288
chhattisgarh,2022,q2,mahasamund,3288014,5542158574.479666
chhattisgarh,2022,q3,raipur,40322093,55869046982.08136
chhattisgarh,2022,q3,durg,40201479,51553772130.128586
chhattisgarh,2022,q3,bilaspur,13659373,17597668488.143303
chhattisgarh,2022,q3,raigarh,7689276,10922658445.861914
chhattisgarh,2022,q3,korba,6608931,8648711540.86557
chhattisgarh,2022,q3,janjgir champa,6191246,8376914109.862601
chhattisgarh,2022,q3,rajnandgaon,4236901,6526559476.401954
chhattisgarh,2022,q3,baloda bazar,3792643,5461550646.150799
chhattisgarh,2022,q3,surguja,3762924,5443547309.295029
chhattisgarh,2022,q3,mahasamund,3300018,5221786624.788328
chhattisgarh,2022,q4,durg,48523671,64247502275.46567
chhattisgarh,2022,q4,raipur,38862259,55662404886.39615
chhattisgarh,2022,q4,bilaspur,16252139,21208051820.214054
chhattisgarh,2022,q4,raigarh,8475730,11974795198.59215
chhattisgarh,2022,q4,korba,7598691,9998923126.807133
chhattisgarh,2022,q4,janjgir champa,7194881,9873971004.747929
chhattisgarh,2022,q4,rajnandgaon,6195224,9255085937.73935
chhattisgarh,2022,q4,baloda bazar,4723545,7027700030.598945
chhattisgarh,2022,q4,surguja,4530080,6525605229.70492
chhattisgarh,2022,q4,mahasamund,3890208,6294827909.790523
dadra & nagar haveli & daman & diu,2018,q1,dadra and nagar haveli,92738,105807098.82670307
dadra & nagar haveli & daman & diu,2018,q1,daman,50218,63416803.35332492
dadra & nagar haveli & daman & diu,2018,q1,diu,5593,6434481.929188873
dadra & nagar haveli & daman & diu,2018,q2,dadra and nagar haveli,128642,186926842.5467928
dadra & nagar haveli & daman & diu,2018,q2,daman,67705,104407321.93224815
dadra & nagar haveli & daman & diu,2018,q2,diu,6279,10736607.177110624
dadra & nagar haveli & daman & diu,2018,q3,dadra and nagar haveli,177851,273261425.21412045
dadra & nagar haveli & daman & diu,2018,q3,daman,104637,160593811.8079571
dadra & nagar haveli & daman & diu,2018,q3,diu,7087,13784358.656098008
dadra & nagar haveli & daman & diu,2018,q4,dadra and nagar haveli,247575,399434283.41724634
dadra & nagar haveli & daman & diu,2018,q4,daman,147005,240064159.060293
dadra & nagar haveli & daman & diu,2018,q4,diu,9502,19252174.323347375
dadra & nagar haveli & daman & diu,2019,q1,dadra and nagar haveli,386213,505553450.4985651
dadra & nagar haveli & daman & diu,2019,q1,daman,259564,315877185.53074825
dadra & nagar haveli & daman & diu,2019,q1,diu,16037,21939140.020587962
dadra & nagar haveli & daman & diu,2019,q2,dadra and nagar haveli,276573,465450284.8957217
dadra & nagar haveli & daman & diu,2019,q2,daman,183953,303607607.8232254
dadra & nagar haveli & daman & diu,2019,q2,diu,29130,55383383.84612378
dadra & nagar haveli & daman & diu,2019,q3,dadra and nagar haveli,385688,579621876.8486073
dadra & nagar haveli & daman & diu,2019,q3,daman,235860,348909463.4581386
dadra & nagar haveli & daman & diu,2019,q3,diu,17203,32940133.54162597
dadra & nagar haveli & daman & diu,2019,q4,dadra and nagar haveli,465412,736360098.0195075
dadra & nagar haveli & daman & diu,2019,q4,daman,282085,443588793.8632827
dadra & nagar haveli & daman & diu,2019,q4,diu,21474,46692370.12824968
dadra & nagar haveli & daman & diu,2020,q1,dadra and nagar haveli,535805,813878312.368383
dadra & nagar haveli & daman & diu,2020,q1,daman,318808,482278970.26113427
dadra & nagar haveli & daman & diu,2020,q1,diu,23966,46606086.663000636
dadra & nagar haveli & daman & diu,2020,q2,dadra and nagar haveli,607115,819008453.120671
dadra & nagar haveli & daman & diu,2020,q2,daman,342171,440492998.5695746
dadra & nagar haveli & daman & diu,2020,q2,diu,23866,42875002.19781082
dadra & nagar haveli & daman & diu,2020,q3,dadra and nagar haveli,735433,1113115462.3887653
dadra & nagar haveli & daman & diu,2020,q3,daman,376291,584809492.9126781
dadra & nagar haveli & daman & diu,2020,q3,diu,26588,51864159.697919816
dadra & nagar haveli & daman & diu,2020,q4,dadra and nagar haveli,1178976,1683480021.6173902
dadra & nagar haveli & daman & diu,2020,q4,daman,596994,921372876.4402872
dadra & nagar haveli & daman & diu,2020,q4,diu,41821,95658202.77082601
dadra & nagar haveli & daman & diu,2021,q1,dadra and nagar haveli,1218428,1825446563.9770944
dadra & nagar haveli & daman & diu,2021,q1,daman,664208,1043765962.724646
dadra & nagar haveli & daman & diu,2021,q1,diu,42608,96420384.49176355
dadra & nagar haveli & daman & diu,2021,q2,dadra and nagar haveli,1350893,1981679666.5277362
dadra & nagar haveli & daman & diu,2021,q2,daman,733176,1074079574.2247202
dadra & nagar haveli & daman & diu,2021,q2,diu,41014,101909220.66644716
dadra & nagar haveli & daman & diu,2021,q3,dadra and nagar haveli,1979522,2673225036.233348
dadra & nagar haveli & daman & diu,2021,q3,daman,1083689,1475259765.304812
dadra & nagar haveli & daman & diu,2021,q3,diu,66259,157454301.25334743
dadra & nagar haveli & daman & diu,2021,q4,dadra and nagar haveli,2651530,3463923579.431045
dadra & nagar haveli & daman & diu,2021,q4,daman,1417153,1895788566.3308911
dadra & nagar haveli & daman & diu,2021,q4,diu,88402,206127240.56872404
dadra & nagar haveli & daman & diu,2022,q1,dadra and nagar haveli,3078173,3954838129.047655
dadra & nagar haveli & daman & diu,2022,q1,daman,1629797,2068807150.1986508
dadra & nagar haveli & daman & diu,2022,q1,diu,94833,213403088.016084
dadra & nagar haveli & daman & diu,2022,q2,dadra and nagar haveli,3705529,4384666145.001483
dadra & nagar haveli & daman & diu,2022,q2,daman,1923407,2321672075.29422
dadra & nagar haveli & daman & diu,2022,q2,diu,130835,288821560.5151377
dadra & nagar haveli & daman & diu,2022,q3,dadra and nagar haveli,3999361,4602085602.265935
dadra & nagar haveli & daman & diu,2022,q3,daman,2317701,2638822275.269265
dadra & nagar haveli & daman & diu,2022,q3,diu,148559,279739481.9642375
dadra & nagar haveli & daman & diu,2022,q4,dadra and nagar haveli,4689855,5134034950.126673
dadra & nagar haveli & daman & diu,2022,q4,daman,2344860,2629286286.284037
dadra & nagar haveli & daman & diu,2022,q4,diu,154870,296319509.67041874
delhi,2018,q1,central delhi,2997714,4312145216.274474
delhi,2018,q1,new delhi,883737,1478916789.169149
delhi,2018,q1,south east delhi,562694,929543692.8225484
delhi,2018,q1,west,545129,966855137.026748
delhi,2018,q1,north west,387431,614242861.0675646
delhi,2018,q1,north,361539,574580634.2506722
delhi,2018,q1,east,357904,594248348.383992
delhi,2018,q1,south,334361,597143870.4750924
delhi,2018,q1,south west,318199,555900155.5283471
delhi,2018,q1,shahdara,193886,326458215.38394874
delhi,2018,q2,central delhi,3589206,6223466821.0926285
delhi,2018,q2,new delhi,1177251,2387389846.7443447
delhi,2018,q2,west,785457,1588935316.1264243
delhi,2018,q2,south east delhi,767547,1466216713.987477
delhi,2018,q2,north west,575888,1041767876.9620268
delhi,2018,q2,north,517958,975252185.7330843
delhi,2018,q2,south,513003,979271408.8449214
delhi,2018,q2,east,504193,925784169.7499555
delhi,2018,q2,south west,440508,903268239.0851493
delhi,2018,q2,shahdara,272663,533105673.5945449
delhi,2018,q3,central delhi,8165361,10515884583.426525
delhi,2018,q3,new delhi,2022950,3481996395.702257
delhi,2018,q3,west,1402787,2408205061.402441
delhi,2018,q3,south east delhi,1321135,2190894940.921797
delhi,2018,q3,north west,1071877,1611349650.512775
delhi,2018,q3,south,1009436,1501908121.057089
delhi,2018,q3,east,990369,1384933230.2478726
delhi,2018,q3,north,955698,1471064055.191176
delhi,2018,q3,south west,789269,1374843119.5072455
delhi,2018,q3,shahdara,481819,805520386.5670927
delhi,2018,q4,central delhi,9373395,13878492766.290386
delhi,2018,q4,new delhi,3230268,5091082007.824482
delhi,2018,q4,west,2678986,3650604507.6334457
delhi,2018,q4,south east delhi,2675009,3473400560.128728
delhi,2018,q4,north west,2221592,2514145474.579898
delhi,2018,q4,east,2073615,2113753353.5608745
delhi,2018,q4,north,1864549,2189129077.3478146
delhi,2018,q4,south,1769675,2243831444.013054
delhi,2018,q4,south west,1535302,2165326033.913863
delhi,2018,q4,shahdara,987533,1305320182.496128
delhi,2019,q1,central delhi,12885975,16258175800.83931
delhi,2019,q1,new delhi,10000765,13939472234.96883
delhi,2019,q1,south east delhi,4177871,4783209115.672518
delhi,2019,q1,west,3962949,5022146273.196945
delhi,2019,q1,east,3074036,2994257491.1936464
delhi,2019,q1,north west,3030848,3421611240.905769
delhi,2019,q1,south,2571440,2944578121.8940973
delhi,2019,q1,north,2528129,2919441273.8433604
delhi,2019,q1,south west,2287011,2903464344.436347
delhi,2019,q1,shahdara,1402956,1800644587.5922666
delhi,2019,q2,new delhi,23313548,36146671717.918365
delhi,2019,q2,central delhi,8821530,12827351677.982723
delhi,2019,q2,west,4273168,5964570040.981258
delhi,2019,q2,south east delhi,4093477,5354348696.201298
delhi,2019,q2,east,3157212,3432947910.8653455
delhi,2019,q2,north west,3032525,3903083209.051039
delhi,2019,q2,south,2809313,3393506108.0570455
delhi,2019,q2,north,2646708,3429942978.9386187
delhi,2019,q2,south west,2441752,3375124289.347537
delhi,2019,q2,shahdara,1439856,2125041674.940278
delhi,2019,q3,new delhi,24687138,43288057341.92169
delhi,2019,q3,central delhi,10383905,15911065630.894386
delhi,2019,q3,west,5923192,8122173371.353607
delhi,2019,q3,south east delhi,5633818,7118731074.594847
delhi,2019,q3,east,4260289,4563965029.464273
delhi,2019,q3,south,4067756,4543363283.628731
delhi,2019,q3,north west,4036365,5327025172.802139
delhi,2019,q3,north,3597191,4566145276.173758
delhi,2019,q3,south west,3392924,4564338750.415346
delhi,2019,q3,shahdara,1929681,2840221012.8598523
delhi,2019,q4,new delhi,29048107,54398427887.76768
delhi,2019,q4,central delhi,13130548,21110784970.602043
delhi,2019,q4,west,6541869,9822841229.050655
delhi,2019,q4,south east delhi,6387755,8697135102.682934
delhi,2019,q4,east,4787770,5518543582.019401
delhi,2019,q4,south,4672501,5360121273.421125
delhi,2019,q4,north west,4376687,6492920778.373013
delhi,2019,q4,north,3982235,5440162132.4586935
delhi,2019,q4,south west,3796919,5538272503.100773
delhi,2019,q4,shahdara,2149197,3597910765.0530796
delhi,2020,q1,central delhi,24757650,41219414205.06069
delhi,2020,q1,new delhi,17899322,34941263526.20205
delhi,2020,q1,west,6627571,10519670848.51133
delhi,2020,q1,south east delhi,6523345,9238065831.407085
delhi,2020,q1,east,4783041,5861493191.072474
delhi,2020,q1,south,4578729,5702232003.384875
delhi,2020,q1,north west,4394010,7009463341.814796
delhi,2020,q1,north,4134350,5959728045.553724
delhi,2020,q1,south west,3956004,6031191820.22498
delhi,2020,q1,shahdara,2148023,3847703306.254819
delhi,2020,q2,central delhi,17641823,30418597739.3527
delhi,2020,q2,new delhi,13713658,27033383045.67708
delhi,2020,q2,west,5753319,8981471481.485285
delhi,2020,q2,south east delhi,5215263,7084670452.703098
delhi,2020,q2,north west,4270005,6452332763.460186
delhi,2020,q2,south west,4193591,6168338438.737105
delhi,2020,q2,east,4005780,5059627017.012638
delhi,2020,q2,south,3631140,4698622938.32077
delhi,2020,q2,north,3462809,5258808051.479293
delhi,2020,q2,north east,2229412,3393429629.3164525
delhi,2020,q3,central delhi,32203761,61527717933.93762
delhi,2020,q3,new delhi,17268250,34516772051.491745
delhi,2020,q3,west,8231034,14963814238.681545
delhi,2020,q3,south east delhi,7402382,11175362187.684738
delhi,2020,q3,north west,5785656,10454717366.918316
delhi,2020,q3,south west,5547370,8927576871.08003
delhi,2020,q3,east,5054670,7198767026.72743
delhi,2020,q3,north,4691610,8507808245.57009
delhi,2020,q3,south,4564631,6503381595.242459
delhi,2020,q3,north east,2910048,5488227059.169053
delhi,2020,q4,central delhi,32194168,61575435521.28283
delhi,2020,q4,new delhi,19719782,37020451053.1837
delhi,2020,q4,west,12092280,22395396964.83783
delhi,2020,q4,south east delhi,11414146,17130268130.317047
delhi,2020,q4,north west,8026101,14953244692.580374
delhi,2020,q4,south west,7745403,12646111042.466732
delhi,2020,q4,east,7410660,10725439312.082693
delhi,2020,q4,south,6797385,9578135719.354939
delhi,2020,q4,north,6775272,12208521800.583145
delhi,2020,q4,shahdara,4208254,9392225302.24066
delhi,2021,q1,central delhi,54173342,90711721159.77658
delhi,2021,q1,new delhi,31953482,53832767509.43621
delhi,2021,q1,west,12363374,23133622270.239567
delhi,2021,q1,south east delhi,12287216,18449868327.686386
delhi,2021,q1,north west,8024587,15349170514.54198
delhi,2021,q1,east,7874737,11290580992.027351
delhi,2021,q1,south west,7721739,12780255587.51034
delhi,2021,q1,south,7428356,10208060134.038582
delhi,2021,q1,north,7199592,12976771848.005224
delhi,2021,q1,shahdara,4235592,9595155648.30619
delhi,2021,q2,central delhi,62131856,100895875737.76091
delhi,2021,q2,new delhi,36788618,60387138441.32027
delhi,2021,q2,west,12217454,22460950400.13157
delhi,2021,q2,south east delhi,11519378,17106146861.933064
delhi,2021,q2,north west,8373397,15462806103.953077
delhi,2021,q2,south west,8208259,13456640547.363726
delhi,2021,q2,east,7486985,10978698462.135324
delhi,2021,q2,south,7346726,9956087387.089846
delhi,2021,q2,north,7283521,13045029034.825657
delhi,2021,q2,north east,4567057,9118331386.987755
delhi,2021,q3,central delhi,88849847,137311394953.58371
delhi,2021,q3,new delhi,50089446,77874603330.18227
delhi,2021,q3,south east delhi,17254936,25283744433.53666
delhi,2021,q3,west,17186832,31879892281.09146
delhi,2021,q3,north west,11436200,21133053482.335484
delhi,2021,q3,south west,10691277,17385987188.960205
delhi,2021,q3,east,10407086,14944795668.028805
delhi,2021,q3,south,10381321,13789719686.570164
delhi,2021,q3,north,10359707,18205778951.817303
delhi,2021,q3,shahdara,6108459,13750322170.230267
delhi,2021,q4,central delhi,111134916,177625511230.04297
delhi,2021,q4,new delhi,61634107,99244375372.27344
delhi,2021,q4,south east delhi,21366628,32122243404.91709
delhi,2021,q4,west,20430656,39890704519.6619
delhi,2021,q4,north west,13585992,26091698381.40573
delhi,2021,q4,south,12510023,16942839763.775913
delhi,2021,q4,north,12503180,22723650290.401375
delhi,2021,q4,south west,12404698,21054166955.724888
delhi,2021,q4,east,12092666,18447833006.757885
delhi,2021,q4,shahdara,7518346,17929102853.313446
delhi,2022,q1,central delhi,128309915,198072597274.588
delhi,2022,q1,new delhi,71006225,110657872546.40234
delhi,2022,q1,south east delhi,23146633,34276252396.92598
delhi,2022,q1,west,22748647,43283043830.88957
delhi,2022,q1,north west,14899833,28208907241.065834
delhi,2022,q1,north,14076598,25099334230.75274
delhi,2022,q1,south west,13659485,22636957994.996166
delhi,2022,q1,south,13519253,17982839888.57036
delhi,2022,q1,east,13032988,19771730745.94047
delhi,2022,q1,north east,8357217,17814230282.345295
delhi,2022,q2,central delhi,159034619,232911858055.08478
delhi,2022,q2,new delhi,87939392,129418048270.15207
delhi,2022,q2,south east delhi,29302567,40564903164.264656
delhi,2022,q2,west,28008086,50563146986.313255
delhi,2022,q2,north west,18057230,33092543802.040115
delhi,2022,q2,north,17494896,29482073628.067886
delhi,2022,q2,south,17358990,21493188986.975037
delhi,2022,q2,south west,16899542,26515960445.85206
delhi,2022,q2,east,16485686,23141432019.978474
delhi,2022,q2,shahdara,10060246,22195136725.333412
delhi,2022,q3,central delhi,243139962,327191972497.867
delhi,2022,q3,new delhi,58178476,76558260276.67705
delhi,2022,q3,west,30595250,52638495087.749954
delhi,2022,q3,south east delhi,30215862,40627500625.401535
delhi,2022,q3,east,21104584,28881717613.549664
delhi,2022,q3,north west,18316480,32675014921.771603
delhi,2022,q3,south,18234782,21732528705.790974
delhi,2022,q3,north,18232076,29812600679.07141
delhi,2022,q3,south west,17276601,26324661266.56317
delhi,2022,q3,shahdara,10220528,21361296110.510616
delhi,2022,q4,central delhi,280960656,386107883617.53076
delhi,2022,q4,new delhi,45094468,58157025088.38431
delhi,2022,q4,south east delhi,33116019,44231426531.24901
delhi,2022,q4,west,32293188,56453476563.182175
delhi,2022,q4,east,23683133,33122093387.044395
delhi,2022,q4,north west,19859098,35599171826.28781
delhi,2022,q4,south,19537728,23391855096.18752
delhi,2022,q4,north,19393947,31932822870.2881
delhi,2022,q4,south west,18499176,28102930810.327362
delhi,2022,q4,shahdara,11420073,24438534174.92784
goa,2018,q1,north goa,95114,187108291.98525044
goa,2018,q1,south goa,65783,116748450.35783319
goa,2018,q2,north goa,133429,290814882.35943836
goa,2018,q2,south goa,96146,187788942.99917686
goa,2018,q3,north goa,194726,421264288.45388794
goa,2018,q3,south goa,144785,291902680.78434587
goa,2018,q4,north goa,305380,714879898.599603
goa,2018,q4,south goa,209375,438125180.3228017
goa,2019,q1,north goa,441807,940864352.317215
goa,2019,q1,south goa,297005,534459044.9593618
goa,2019,q2,north goa,470250,1020834861.8525431
goa,2019,q2,south goa,298191,571032241.535074
goa,2019,q3,north goa,673971,1293013307.2683115
goa,2019,q3,south goa,418445,707353884.2285295
goa,2019,q4,north goa,980231,1963621433.5422535
goa,2019,q4,south goa,535041,959838914.9572154
goa,2020,q1,north goa,1277387,2374507200.865538
goa,2020,q1,south goa,603850,1035864031.0582266
goa,2020,q2,north goa,883695,1294651809.391935
goa,2020,q2,south goa,598397,888964620.6248364
goa,2020,q3,north goa,1165122,2087621922.6831622
goa,2020,q3,south goa,750409,1280721658.2614956
goa,2020,q4,north goa,2504378,4712001378.742861
goa,2020,q4,south goa,1297003,2187791368.837076
goa,2021,q1,north goa,3797921,7119400649.563017
goa,2021,q1,south goa,1533628,2637842229.458396
goa,2021,q2,north goa,3083639,5391453884.873638
goa,2021,q2,south goa,1626496,2621399702.202361
goa,2021,q3,north goa,4282602,7042155411.60932
goa,2021,q3,south goa,2185161,3436270181.327051
goa,2021,q4,north goa,7808548,13467044827.548832
goa,2021,q4,south goa,3280211,5160212288.320821
goa,2022,q1,north goa,8513573,14075639843.882042
goa,2022,q1,south goa,3700525,5740805558.964066
goa,2022,q2,north goa,9999773,16484842033.028084
goa,2022,q2,south goa,4216281,6388195726.492123
goa,2022,q3,north goa,8310698,13076925808.314318
goa,2022,q3,south goa,4877989,6497339467.392014
goa,2022,q4,north goa,11455490,17268434371.99816
goa,2022,q4,south goa,5737184,7656551999.340998
gujarat,2018,q1,ahmadabad,1436152,2153123692.102863
gujarat,2018,q1,surat,983723,1346833710.5223997
gujarat,2018,q1,vadodara,387998,604645570.2100985
gujarat,2018,q1,banas kantha,237457,197883270.21264294
gujarat,2018,q1,gandhinagar,237393,318002413.6906459
gujarat,2018,q1,mahesana,227748,213031001.6165129
gujarat,2018,q1,rajkot,219190,296803513.7880937
gujarat,2018,q1,kachchh,217912,316933354.7930958
gujarat,2018,q1,bharuch,210073,249246117.13529772
gujarat,2018,q1,bhavnagar,182948,171495425.58982483
gujarat,2018,q2,ahmadabad,1809774,3307127930.4397454
gujarat,2018,q2,surat,1310963,2189526110.381512
gujarat,2018,q2,vadodara,528893,975136493.2075567
gujarat,2018,q2,gandhinagar,315542,522133969.7111994
gujarat,2018,q2,banas kantha,307928,362168353.1498716
gujarat,2018,q2,bharuch,289862,428830769.63445514
gujarat,2018,q2,kachchh,287874,494142161.9887994
gujarat,2018,q2,mahesana,286014,362586915.57954156
gujarat,2018,q2,rajkot,283913,465751106.64481115
gujarat,2018,q2,bhavnagar,253332,265850891.74358377
gujarat,2018,q3,ahmadabad,2600288,4740981792.133425
gujarat,2018,q3,surat,1899586,3203734473.971199
gujarat,2018,q3,vadodara,773456,1452835059.4761376
gujarat,2018,q3,bharuch,480222,695864170.869137
gujarat,2018,q3,gandhinagar,479518,791502891.3922588
gujarat,2018,q3,mahesana,464894,561504997.461841
gujarat,2018,q3,kachchh,421411,764023467.8126487
gujarat,2018,q3,rajkot,402342,650585707.9949489
gujarat,2018,q3,banas kantha,396566,532922632.7560996
gujarat,2018,q3,bhavnagar,374470,397576856.4658471
gujarat,2018,q4,ahmadabad,3990090,6515656157.237562
gujarat,2018,q4,surat,2225031,4270243993.924238
gujarat,2018,q4,vadodara,1047381,2063816597.5452976
gujarat,2018,q4,gandhinagar,693588,1143266870.1325014
gujarat,2018,q4,bharuch,603122,1036812125.2621627
gujarat,2018,q4,kachchh,537116,1068486738.7583004
gujarat,2018,q4,banas kantha,529655,758278914.52389
gujarat,2018,q4,mahesana,529470,758586454.1320899
gujarat,2018,q4,rajkot,472933,879868564.9668198
gujarat,2018,q4,valsad,468363,753128666.5596428
gujarat,2019,q1,ahmadabad,7894660,10956007756.562977
gujarat,2019,q1,surat,3283182,5664609103.880556
gujarat,2019,q1,vadodara,1655864,2706612327.076613
gujarat,2019,q1,gandhinagar,1244457,1559852035.3782334
gujarat,2019,q1,navsari,1112006,1853217634.4572105
gujarat,2019,q1,bharuch,926374,1330716993.7382002
gujarat,2019,q1,mahesana,899763,1021313511.4526355
gujarat,2019,q1,kachchh,895127,1364193288.246049
gujarat,2019,q1,banas kantha,805139,1054321489.3685756
gujarat,2019,q1,valsad,750124,983591069.6663814
gujarat,2019,q2,ahmadabad,11689965,19024891336.636116
gujarat,2019,q2,navsari,3136644,5394071895.487188
gujarat,2019,q2,surat,3047988,6016899815.178611
gujarat,2019,q2,vadodara,1717964,3251133813.8582134
gujarat,2019,q2,gandhinagar,1205404,1791763499.6818066
gujarat,2019,q2,bharuch,747899,1317325972.015126
gujarat,2019,q2,rajkot,724751,1400871094.6495595
gujarat,2019,q2,mahesana,715052,1095164063.6523905
gujarat,2019,q2,kachchh,688449,1389719506.4029193
gujarat,2019,q2,banas kantha,642084,1108185173.7200396
gujarat,2019,q3,ahmadabad,14605589,23081622347.556786
gujarat,2019,q3,surat,4447301,7371726681.306206
gujarat,2019,q3,navsari,3007618,5936350631.711407
gujarat,2019,q3,vadodara,2407408,3950547763.5697803
gujarat,2019,q3,gandhinagar,1850642,2359920414.1180134
gujarat,2019,q3,bharuch,1040617,1624510953.9967768
gujarat,2019,q3,rajkot,1022919,1587889777.799852
gujarat,2019,q3,mahesana,1012086,1334187013.0348892
gujarat,2019,q3,anand,955946,948614191.2624346
gujarat,2019,q3,banas kantha,909575,1343558301.6357625
gujarat,2019,q4,ahmadabad,15696056,29657904578.49414
gujarat,2019,q4,surat,4988183,9432189653.21497
gujarat,2019,q4,navsari,2986534,6831783124.753632
gujarat,2019,q4,vadodara,2908059,5087285259.821402
gujarat,2019,q4,gandhinagar,2081714,2917516449.8289948
gujarat,2019,q4,bharuch,1324720,2217755667.5707374
gujarat,2019,q4,mahesana,1166283,1805374816.0740204
gujarat,2019,q4,rajkot,1134928,2127782298.9078345
gujarat,2019,q4,banas kantha,1087381,1918665318.491047
gujarat,2019,q4,valsad,1028011,1666399666.233092
gujarat,2020,q1,ahmadabad,17950876,35559467147.63747
gujarat,2020,q1,surat,6801887,13770083573.568459
gujarat,2020,q1,vadodara,3398524,5791008308.342354
gujarat,2020,q1,gandhinagar,2337267,3378567424.980505
gujarat,2020,q1,bharuch,1525995,2487359207.9748526
gujarat,2020,q1,banas kantha,1429235,2718891067.533261
gujarat,2020,q1,valsad,1342508,2197272850.2289653
gujarat,2020,q1,rajkot,1339770,2664972202.0377035
gujarat,2020,q1,kachchh,1305996,2617080218.9794
gujarat,2020,q1,mahesana,1294012,2067093335.3061204
gujarat,2020,q2,ahmadabad,16430916,32731896547.15033
gujarat,2020,q2,surat,5654552,9378177062.809792
gujarat,2020,q2,vadodara,2796615,4621695376.570125
gujarat,2020,q2,gandhinagar,2039285,2913004123.5804567
gujarat,2020,q2,banas kantha,1860625,3107051803.5377526
gujarat,2020,q2,bharuch,1673375,2438983130.59495
gujarat,2020,q2,mahesana,1592579,2300168470.716814
